"id","surfweight","year","age","gender","ethnicity","education","labour_force_status","partner","parent","number_children","tenure","hh_income","deprivation_area","migrant","disability","home_afford","life_satisfy","life_worth","health","tereo","gov_tereo","selfactual","trust","trust_police","trust_media","trust_parliament","voted","material_wellbeing_index","housecold","housedamp","moves","access_medical","access_green_space","access_public_transport","neighbourhood_connection","neighbourhood_crime_change","victim","discriminated_against","lonely_four_weeks","easy_hard_to_talk","number_children_text","moves_five_years_text","age_gp","hh_income_gp","weekly_income","annual_income","weekly_hours"
118,4084.964,2018,67,"Female","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",21158,2,"NZ with NZ parents","Non-disabled",7,8,8,"Poor","None or almost none","Neither agree nor disagree","Very easy to be myself",8,9,5,6,"Yes",14,"Yes, always","Yes, sometimes",0,"Very difficult","Neither easy nor difficult","Very difficult",8,"About the same",0,0,"None of the time","Easy","0","0","65+",1,"   539.5",24656,16
119,529.9088,2018,63,"Male","Asian","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",48166,10,"NZ with NZ parents","Non-disabled",8,8,10,"Fair","None or almost none","Disagree","Easy to be myself",6,5,4,5,"No",15,"Yes, sometimes","No",0,"Very easy","Very easy","Very easy",1,"No crime here",0,0,"None of the time","Easy","0","0","55-64",1,"   319.6",14720,34
120,2118.235,2018,35,"Male","Asian","Secondary school","Employed","Partnered","Parent",2,"Rented",46374,7,"Medium-term migrant","Non-disabled",4,7,7,"Fair","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",9,10,1,8,"Yes",10,"Yes, always","Yes, sometimes",0,"Very difficult","Very easy","Very easy",10,"No crime here",0,0,"None of the time","Easy","2","0","35-44",1,"   630.9",29072,62
121,2607.83,2018,81,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",19823,4,"Long-term migrant","Disabled",5,5,5,"Good","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",0,5,5,0,"Yes",18,"Yes, often","No",0,"Very easy","Easy","Very easy",5,"No crime here",0,0,"Some of the time","Very hard","0","0","65+",1,"   629.3",28704,43
122,4538.584,2018,67,"Male","Asian","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",84330,4,"NZ with NZ parents","Non-disabled",5,2,8,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",7,4,7,8,"Yes",19,"No","No",0,"Easy","Easy","Very difficult",10,"No crime here",0,0,"None of the time","Very easy","0","0","65+",2,"   634.7",29440,27
123,2041.944,2018,35,"Male","Asian","Less than secondary school","Employed","Partnered","Parent",2,"Rented",122447,2,"NZ with overseas parent(s)","Non-disabled",3,7,9,"Fair","Basic","Neither agree nor disagree","Easy to be myself",5,7,2,2,"Yes",6,"Yes, often","No",1,"Difficult","Very easy","Difficult",1,"A lot more",1,0,"Some of the time","Sometimes easy, sometimes hard","2","1","35-44",3,"   473.4",21712,12
124,2172.594,2018,77,"Female","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",48193,7,"NZ with NZ parents","Disabled",8,8,8,"Fair","None or almost none","Strongly disagree","Very easy to be myself",7,9,6,1,"Yes",18,"Yes, sometimes","No",0,"Very easy","Very easy","Very easy",7,"A little more",0,0,"Some of the time","Easy","0","0","65+",1,"   273.9",12144,18
125,2210.388,2018,51,"Female","Asian","Degree","Employed","Partnered","Parent",2,"Owned without mortgage",66882,1,"Long-term migrant","Non-disabled",2,6,6,"Good","None or almost none","Disagree","Easy to be myself",8,9,6,6,"Yes",14,"Yes, sometimes","No",1,"Easy","Easy","Easy",6,"About the same",0,0,"A little of the time","Very hard","2","1","45-54",2,"   697.3",32016,43
126,1176.661,2018,54,"Male","Asian","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",157928,6,"Medium-term migrant","Non-disabled",5,10,8,"Very Good","None or almost none","Agree","Easy to be myself",8,9,3,5,"Yes",17,"No","No",3,"Easy","Very easy","Very difficult",7,"No crime here",0,0,"None of the time","Very easy","0","3","45-54",3,"   228.0",10672,7
127,2660.46,2018,48,"Male","Asian","Degree","Employed","Not partnered","Parent",1,"Owned without mortgage",13315,2,"Long-term migrant","Non-disabled",4,7,5,"Good","None or almost none","Agree","Easy to be myself",5,7,7,6,"Yes",7,"Yes, always","Yes, always",1,"Easy","Very easy","Neither easy nor difficult",3,"About the same",0,0,"A little of the time","Sometimes easy, sometimes hard","1","1","45-54",1,"   485.8",22080,14
128,1510.47,2018,27,"Female","Asian","Degree","Employed","Partnered","Parent",1,"Owned without mortgage",146656,8,"NZ with unknown origin parents","Non-disabled",7,10,10,"Very Good","None or almost none","Strongly agree","Sometimes easy, sometimes hard",9,10,7,7,"Yes",17,"Yes, sometimes","Yes, sometimes",4,"Neither easy nor difficult","Very easy","Easy",7,"Moved here recently",0,1,"None of the time","Very easy","1","4+","25-34",3,"   381.3",17296,16
129,3449.342,2018,96,"Female","Asian","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned with mortgage",67207,3,"NZ with NZ parents","Non-disabled",8,8,8,"Very Good","None or almost none","Disagree","Easy to be myself",5,9,2,3,"Yes",20,"No","No",0,"Easy","Easy","Very difficult",8,"About the same",0,0,"None of the time","Easy","0","0","65+",2,"   131.9",6256,1
130,1956.429,2018,65,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",45357,1,"NZ with overseas parent(s)","Disabled",6,7,7,"Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,10,7,8,"Yes",15,"Yes, sometimes","Yes, always",0,"Easy","Easy","Difficult",7,"A little less",0,0,"None of the time","Easy","0","0","65+",1,"   487.2",22080,33
131,3183.154,2018,74,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",34882,8,"NZ with NZ parents","Disabled",8,7,9,"Good","Basic","Strongly agree","Very easy to be myself",3,7,2,7,"Yes",14,"Not applicable","No",1,"Very easy","Very easy","Very difficult",10,"About the same",0,0,"Some of the time","Easy","0","1","65+",1,"   288.9",13248,42
132,1960.188,2018,40,"Male","Asian","Degree","Employed","Partnered","Not a parent",0,"Owned without mortgage",86463,7,"Long-term migrant","Non-disabled",5,9,9,"Fair","Basic","Strongly agree","Hard to be myself",5,10,5,5,"Yes",15,"No","No",0,"Very easy","Very easy","Very easy",4,"A little more",0,1,"None of the time","Very easy","0","0","35-44",2,"   628.7",29072,32
133,3145.701,2018,31,"Female","Asian","Post-secondary NCEA/diploma","Employed","Partnered","Not a parent",0,"Owned without mortgage",250101,5,"NZ with NZ parents","Non-disabled",6,9,9,"Excellent","Basic","Strongly agree","Very easy to be myself",5,8,5,5,"Yes",8,"Yes, always","Yes, sometimes",3,"Very easy","Very easy","Very difficult",6,"About the same",0,0,"None of the time","Very easy","0","3","25-34",3,"   197.1",8832,18
134,1294.616,2018,77,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",28083,5,"NZ with NZ parents","Non-disabled",5,8,7,"Very Good","None or almost none","Neither agree nor disagree","Very easy to be myself",8,8,5,5,"Yes",12,"No","No",0,"Very easy","Very easy","Very easy",5,"About the same",0,0,"None of the time","Sometimes easy, sometimes hard","0","0","65+",1,"   394.5",18400,30
135,1512.885,2018,71,"Female","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Rented",47251,7,"Long-term migrant","Disabled",3,5,7,"Good","Basic","Agree","Easy to be myself",10,10,4,9,"Yes",7,"No","Yes, sometimes",0,"Neither easy nor difficult","Easy","Very easy",5,"A lot less",0,0,"Some of the time","Easy","0","0","65+",1,"   173.6",7728,9
136,2308.772,2018,38,"Male","Asian","Degree","Employed","Partnered","Parent",3,"Rented",178000,6,"Recent migrant","Non-disabled",4,7,6,"Very Good","None or almost none","Agree","Easy to be myself",9,10,10,6,"No",12,"Yes, always","No",1,"Very easy","Very easy","Very easy",9,"No crime here",0,0,"Some of the time","Very hard","3","1","35-44",3,"   394.6",18032,18
137,511.0815,2018,58,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",243635,7,"NZ with NZ parents","Non-disabled",9,9,7,"Very Good","None or almost none","Agree","Easy to be myself",7,8,6,7,"Yes",18,"No","Yes, sometimes",0,"Very easy","Very easy","Very easy",4,"About the same",0,0,"None of the time","Easy","0","0","55-64",3,"   567.0",26496,56
138,1334.521,2018,69,"Male","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Owned without mortgage",35277,10,"NZ with NZ parents","Non-disabled",5,10,10,"Poor","None or almost none","Strongly agree","Very easy to be myself",8,8,2,8,"Yes",18,"No","No",0,"Very easy","Very easy","Easy",10,"About the same",0,1,"None of the time","Easy","0","0","65+",1,"   454.8",20608,23
139,9483.932,2018,32,"Female","Asian","Degree","Employed","Partnered","Not a parent",0,"Rented",39160,4,"Recent migrant","Non-disabled",8,9,10,"Excellent","None or almost none","Neither agree nor disagree","Very easy to be myself",9,9,0,6,"No",20,"Yes, sometimes","Yes, sometimes",3,"Very easy","Very easy","Very easy",4,"Moved here recently",0,1,"A little of the time","Very easy","0","3","25-34",1,"  6807.0",313168,40
140,480.6111,2018,60,"Female","Asian","Secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",28731,6,"Medium-term migrant","Non-disabled",5,6,6,"Fair","None or almost none","Neither agree nor disagree","Sometimes easy, sometimes hard",6,7,7,5,"Yes",11,"Yes, often","Yes, sometimes",2,"Easy","Easy","Easy",7,"No crime here",0,0,"None of the time","Easy","0","2","55-64",1,"   278.1",13248,27
141,739.1891,2018,27,"Male","Asian","Post-secondary NCEA/diploma","Employed","Partnered","Parent",2,"Rented",22071,1,"NZ with NZ parents","Non-disabled",5,8,8,"Excellent","Conversational","Agree","Easy to be myself",4,9,5,6,"Yes",3,"Yes, sometimes","No",3,"Very difficult","Neither easy nor difficult","Easy",5,"No crime here",0,0,"None of the time","Easy","2","3","25-34",1,"   334.4",15456,41
142,2203.955,2018,34,"Male","Asian","Secondary school","Employed","Not partnered","Parent",3,"Rented",32987,10,"NZ with NZ parents","Non-disabled",3,8,8,"Excellent","Basic","Agree","Easy to be myself",7,5,3,1,"Yes",4,"No","Yes, sometimes",2,"Easy","Easy","Very easy",5,"About the same",0,0,"A little of the time","Hard","3","2","25-34",1,"   518.8",23920,42
143,1096.036,2018,40,"Female","Asian","Less than secondary school","Employed","Not partnered","Parent",2,"Rented",43934,10,"NZ with NZ parents","Non-disabled",3,10,10,"Fair","Basic","Strongly disagree","Very easy to be myself",5,4,4,0,"No",3,"Yes, always","Yes, always",2,"Very easy","Very easy","Very easy",3,"No crime here",0,0,"All of the time","Very hard","2","2","35-44",1,"   554.8",25760,75
144,1032.229,2018,67,"Female","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",39432,6,"Long-term migrant","Non-disabled",5,5,7,"Fair","None or almost none","Disagree","Very easy to be myself",5,10,8,10,"No",14,"No","Yes, sometimes",0,"Easy","Very easy","Easy",10,"About the same",0,0,"A little of the time","Easy","0","0","65+",1,"   409.0",18400,8
145,2461.019,2018,67,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",46260,5,"NZ with NZ parents","Disabled",6,10,10,"Very Good","None or almost none","Agree","Very easy to be myself",10,10,6,5,"Yes",20,"No","No",0,"Very easy","Very easy","Very easy",6,"No crime here",0,0,"None of the time","Easy","0","0","65+",1,"   389.6",18032,30
146,903.163,2018,21,"Male","Asian","Secondary school","Employed","Not partnered","Not a parent",0,"Rented",39206,7,"NZ with NZ parents","Non-disabled",8,8,7,"Excellent","None or almost none","Strongly agree","Very easy to be myself",8,9,3,5,"No",15,"No","Yes, sometimes",2,"Very easy","Very easy","Very easy",7,"A little less",1,0,"A little of the time","Sometimes easy, sometimes hard","0","2","15-24",1,"   323.9",14720,46
147,1518.419,2018,37,"Female","Asian","Less than secondary school","Employed","Partnered","Parent",3,"Owned without mortgage",112685,7,"NZ with NZ parents","Non-disabled",2,6,6,"Very Good","Basic","Agree","Sometimes easy, sometimes hard",5,5,2,2,"Yes",10,"Yes, often","Yes, sometimes",3,"Easy","Easy","Very easy",5,"A lot more",0,1,"Some of the time","Sometimes easy, sometimes hard","3","3","35-44",3,"   563.0",25760,75
148,589.1386,2018,40,"Female","Asian","Secondary school","Employed","Partnered","Parent",2,"Owned without mortgage",190633,1,"Long-term migrant","Non-disabled",8,8,8,"Very Good","None or almost none","Agree","Very easy to be myself",7,7,6,6,"Yes",18,"No","No",1,"Easy","Easy","Easy",6,"A lot less",0,0,"A little of the time","Easy","2","1","35-44",3,"   453.1",20608,30
149,2222.694,2018,59,"Male","Asian","Degree","Employed","Not partnered","Not a parent",0,"Owned with mortgage",148019,3,"NZ with NZ parents","Non-disabled",10,8,8,"Very Good","Basic","Neither agree nor disagree","Very easy to be myself",8,8,6,8,"Yes",19,"Yes, sometimes","No",0,"Neither easy nor difficult","Easy","Very easy",5,"About the same",0,1,"None of the time","Very easy","0","0","55-64",3,"   599.1",27232,37
150,1432.664,2018,27,"Male","Asian","Secondary school","Employed","Partnered","Parent",2,"Rented",52318,9,"NZ with NZ parents","Non-disabled",10,8,8,"Good","Fluent","Disagree","Sometimes easy, sometimes hard",4,7,3,5,"Yes",9,"No","No",3,"Very easy","Very easy","Very easy",8,"Moved here recently",0,0,"None of the time","Very easy","2","3","25-34",2,"   355.8",16192,21
151,789.9224,2018,58,"Male","Asian","Less than secondary school","Employed","Partnered","Not a parent",0,"Owned without mortgage",116809,4,"NZ with NZ parents","Non-disabled",5,7,8,"Good","None or almost none","Strongly agree","Very easy to be myself",10,10,5,7,"Yes",14,"No","No",0,"Very easy","Very easy","Very easy",0,"A little more",0,0,"Some of the time","Sometimes easy, sometimes hard","0","0","55-64",3,"   577.6",26496,56
152,1549.818,2018,56,"Female","Asian","Secondary school","Employed","Partnered","Not a parent",0,"Rented",171058,6,"Long-term migrant","Non-disabled",8,6,7,"Good","None or almost none","Disagree","Very easy to be myself",8,10,5,8,"Yes",16,"Yes, sometimes","Yes, sometimes",0,"Easy","Easy","Easy",0,"A lot less",0,0,"Some of the time","Very hard","0","0","55-64",3,"   542.7",25392,64
153,5006.528,2018,60,"Male","Asian","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",36481,5,"Long-term migrant","Disabled",5,6,8,"Good","Basic","Strongly agree","Very easy to be myself",6,5,2,0,"Yes",14,"No","No",0,"Very easy","Very easy","Very easy",2,"No crime here",0,1,"A little of the time","Sometimes easy, sometimes hard","0","0","55-64",1,"  1261.4",57776,33
154,1604.264,2018,27,"Female","Asian","Degree","Employed","Partnered","Not a parent",0,"Rented",70758,6,"Recent migrant","Non-disabled",10,10,10,"Very Good","None or almost none","Agree","Sometimes easy, sometimes hard",10,9,4,9,"No",18,"No","No",4,"Easy","Very easy","Very easy",10,"Moved here recently",1,0,"None of the time","Easy","0","4+","25-34",2,"   311.0",14352,22
155,1680.41,2018,73,"Male","Asian","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",37080,3,"NZ with NZ parents","Non-disabled",7,9,9,"Excellent","Conversational","Agree","Easy to be myself",7,8,6,7,"Yes",12,"Yes, often","Yes, sometimes",0,"Easy","Very easy","Very difficult",5,"About the same",0,0,"None of the time","Easy","0","0","65+",1,"   297.9",13616,27
156,2123.739,2018,80,"Male","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",46594,9,"NZ with overseas parent(s)","Disabled",4,7,8,"Fair","None or almost none","Neither agree nor disagree","Easy to be myself",5,10,2,5,"Yes",9,"Yes, sometimes","Yes, sometimes",3,"Easy","Easy","Very easy",1,"About the same",0,0,"None of the time","Easy","0","3","65+",1,"   359.2",16928,20
157,1754.126,2018,73,"Female","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Owned with mortgage",34780,8,"NZ with overseas parent(s)","Non-disabled",7,3,8,"Poor","None or almost none","Agree","Very easy to be myself",10,7,0,5,"Yes",20,"Yes, sometimes","No",0,"Very easy","Very easy","Very difficult",10,"About the same",0,1,"None of the time","Very easy","0","0","65+",1,"   240.5",11408,8
158,2325.511,2018,23,"Female","Asian","Less than secondary school","Employed","Not partnered","Not a parent",0,"Rented",67610,5,"NZ with overseas parent(s)","Non-disabled",5,7,9,"Very Good","None or almost none","Agree","Very easy to be myself",9,9,5,6,"Not eligible",17,"No","Yes, sometimes",4,"Very easy","Very easy","Very easy",5,"No crime here",0,0,"A little of the time","Easy","0","4+","15-24",2,"   340.1",15824,32
159,1496.693,2018,21,"Male","Asian","Degree","Employed","Not partnered","Not a parent",0,"Owned without mortgage",33217,10,"NZ with NZ parents","Non-disabled",0,8,6,"Very Good","None or almost none","Neither agree nor disagree","Easy to be myself",7,9,4,3,"Yes",9,"Yes, sometimes","Yes, sometimes",0,"Easy","Very easy","Easy",2,"A little more",0,0,"A little of the time","Sometimes easy, sometimes hard","0","0","15-24",1,"   695.7",32384,45
